t_sched,t_actual,jitter_ns,tau_des_Nm,q_deg,dq_deg_s,ads_voltage,gait_phase,rise_time,peak_time,fall_time,stride1,stride2,stride3,stride4,stride5
270.5039978027344,270.5039978027344,3523.0,0.0,-14655.0927734375,-754.0006103515625,1.539750099182129,0.2166668325662613,0.699999988079071,0.800000011920929,0.10000000149011612,0.7380001544952393,0.8779997825622559,0.9200001955032349,0.8160005211830139,0.8479993343353271
270.5060119628906,270.5060119628906,4335.0,0.0,-14656.533203125,-765.33056640625,1.5051250457763672,0.21904875338077545,0.699999988079071,0.800000011920929,0.10000000149011612,0.7380001544952393,0.8779997825622559,0.9200001955032349,0.8160005211830139,0.8479993343353271
270.50799560546875,270.50799560546875,3629.0,0.0,-14658.0009765625,-760.6653442382812,1.4762500524520874,0.22142887115478516,0.699999988079071,0.800000011920929,0.10000000149011612,0.7380001544952393,0.8779997825622559,0.9200001955032349,0.8160005211830139,0.8479993343353271
270.510009765625,270.510009765625,3960.0,0.0,-14659.494140625,-736.89453125,1.4508750438690186,0.22381021082401276,0.699999988079071,0.800000011920929,0.10000000149011612,0.7380001544952393,0.8779997825622559,0.9200001955032349,0.8160005211830139,0.8479993343353271
270.5119934082031,270.5119934082031,3254.0,0.0,-14660.9091796875,-753.3341674804688,1.417375087738037,0.22619032859802246,0.699999988079071,0.800000011920929,0.10000000149011612,0.7380001544952393,0.8779997825622559,0.9200001955032349,0.8160005211830139,0.8479993343353271
270.5140075683594,270.5140075683594,3974.0,0.0,-14662.384765625,-727.7860717773438,1.417375087738037,0.22857213020324707,0.699999988079071,0.800000011920929,0.10000000149011612,0.7380001544952393,0.8779997825622559,0.9200001955032349,0.8160005211830139,0.8479993343353271
270.5159912109375,270.5159912109375,4212.0,0.0,-14663.8173828125,-723.1207885742188,1.3846250772476196,0.2309533655643463,0.699999988079071,0.800000011920929,0.10000000149011612,0.7380001544952393,0.8779997825622559,0.9200001955032349,0.8160005211830139,0.8479993343353271
270.51800537109375,270.51800537109375,3062.0,0.0,-14665.22265625,-739.1160888671875,1.3511251211166382,0.23333294689655304,0.699999988079071,0.800000011920929,0.10000000149011612,0.7380001544952393,0.8779997825622559,0.9200001955032349,0.8160005211830139,0.8479993343353271
270.5199890136719,270.5199890136719,3708.0,0.0,-14666.6630859375,-693.3517456054688,1.3157501220703125,0.23571467399597168,0.699999988079071,0.800000011920929,0.10000000149011612,0.7380001544952393,0.8779997825622559,0.9200001955032349,0.8160005211830139,0.8479993343353271
270.5220031738281,270.5220031738281,4187.0,0.0,-14667.98046875,-702.460205078125,1.3003751039505005,0.2380961924791336,0.699999988079071,0.800000011920929,0.10000000149011612,0.7380001544952393,0.8779997825622559,0.9200001955032349,0.8160005211830139,0.8479993343353271
