seq,time_sched_sec,time_actual_sec,jitter_ns,q_des_deg,dq_des_deg_s,tau_des_Nm,q_act_deg,dq_act_deg_s,temp_C,merror,ads_voltage,gait_phase
900,1.800000000,1.800003489,3489,0.000000000,0.000000000,4.999999985,-801.178497436,-1803.692035766,28.000000000,0,-0.000375000,0.800003489
901,1.802000000,1.802003698,3698,0.000000000,0.000000000,4.995048567,-804.555118566,-1736.600612473,28.000000000,0,-0.000125000,0.802003698
902,1.804000000,1.804003833,3833,0.000000000,0.000000000,4.980249005,-808.090847499,-1737.044926535,28.000000000,0,-0.000125000,0.804003833
903,1.806000000,1.806003765,3765,0.000000000,0.000000000,4.955662701,-811.644255076,-1749.041406196,28.000000000,0,-0.000875000,0.806003765
904,1.808000000,1.808003308,3308,0.000000000,0.000000000,4.921393278,-815.374449099,-1867.006720479,28.000000000,0,0.000250000,0.808003308
905,1.810000000,1.810003295,3295,0.000000000,0.000000000,4.877561308,-818.980892610,-1877.448169982,28.000000000,0,0.000250000,0.810003295
906,1.812000000,1.812003319,3319,0.000000000,0.000000000,4.824345242,-822.445906964,-1777.033192073,28.000000000,0,-0.000875000,0.812003319
907,1.814000000,1.814003307,3307,0.000000000,0.000000000,4.761957031,-826.087707764,-1747.264149950,28.000000000,0,-0.000250000,0.814003307
908,1.816000000,1.816003424,3424,0.000000000,0.000000000,4.690637134,-829.641115342,-1743.709637458,28.000000000,0,0.000250000,0.816003424
909,1.818000000,1.818003633,3633,0.000000000,0.000000000,4.610666910,-833.106129695,-1779.476988469,28.000000000,0,-0.001125000,0.818003633
910,1.820000000,1.820003657,3657,0.000000000,0.000000000,4.522373649,-836.624179983,-1780.143390504,28.000000000,0,0.000125000,0.820003657
911,1.822000000,1.822003256,3256,0.000000000,0.000000000,4.426120091,-840.142230271,-1779.921302531,28.000000000,0,-0.000375000,0.822003256
912,1.824000000,1.824003335,3335,0.000000000,0.000000000,4.322242255,-843.748673782,-1741.710293238,28.000000000,0,-0.000375000,0.824003335
913,1.826000000,1.826003286,3286,0.000000000,0.000000000,4.211179622,-847.231366780,-1796.805236869,28.000000000,0,0.000500000,0.826003286
914,1.828000000,1.828003403,3403,0.000000000,0.000000000,4.093354029,-850.802453002,-1838.570620540,28.000000000,0,0.000375000,0.828003403
915,1.830000000,1.830003723,3723,0.000000000,0.000000000,3.969226561,-854.338181934,-1831.905909617,28.000000000,0,-0.000750000,0.830003723
916,1.832000000,1.832003692,3692,0.000000000,0.000000000,3.839322150,-857.944625445,-1780.143390504,28.000000000,0,-0.000125000,0.832003692
917,1.834000000,1.834003735,3735,0.000000000,0.000000000,3.704127116,-861.480354378,-1790.584840008,28.000000000,0,0.000125000,0.834003735
918,1.836000000,1.836003296,3296,0.000000000,0.000000000,3.564213993,-865.051440599,-1800.137523274,28.000000000,0,-0.000250000,0.836003296
919,1.838000000,1.838003413,3413,0.000000000,0.000000000,3.420062144,-868.604848177,-1854.121612694,28.000000000,0,-0.000250000,0.838003413
920,1.840000000,1.840003789,3789,0.000000000,0.000000000,3.272259458,-872.193613043,-1848.123441920,28.000000000,0,0.001500000,0.840003789
921,1.842000000,1.842003535,3535,0.000000000,0.000000000,3.121455798,-875.623270107,-1761.482199919,28.000000000,0,-0.000375000,0.842003535
922,1.844000000,1.844003615,3615,0.000000000,0.000000000,2.968174391,-879.194356329,-1757.039059304,28.000000000,0,0.000625000,0.844003615
923,1.846000000,1.846003528,3528,0.000000000,0.000000000,2.813058178,-882.712406617,-1741.932381212,28.000000000,0,0.001000000,0.846003528
924,1.848000000,1.848003756,3756,0.000000000,0.000000000,2.656681884,-886.248135549,-1732.601785919,28.000000000,0,-0.002875000,0.848003756
925,1.850000000,1.850006392,6392,0.000000000,0.000000000,2.499497973,-889.748507192,-1728.380871392,28.000000000,0,-0.002875000,0.850006392
926,1.852000000,1.852003823,3823,0.000000000,0.000000000,2.342724037,-893.248878835,-1761.260111946,28.000000000,0,0.001250000,0.852003823
927,1.854000000,1.854003589,3589,0.000000000,0.000000000,2.186387261,-896.731571834,-1762.148740069,28.000000000,0,-0.000125000,0.854003589
928,1.856000000,1.856004557,4557,0.000000000,0.000000000,2.031195152,-900.231943477,-1766.813968658,28.000000000,0,0.000375000,0.856004557
929,1.858000000,1.858003433,3433,0.000000000,0.000000000,1.878014129,-903.749993765,-1781.698558777,28.000000000,0,0.000500000,0.858003433
930,1.860000000,1.860004032,4032,0.000000000,0.000000000,1.727156347,-907.285722697,-1832.128135705,28.000000000,0,-0.001000000,0.860004032
931,1.862000000,1.862003686,3686,0.000000000,0.000000000,1.579419456,-910.786094340,-1762.815142104,28.000000000,0,-0.001500000,0.862003686
932,1.864000000,1.864003284,3284,0.000000000,0.000000000,1.435318399,-914.357180562,-1752.373830715,28.000000000,0,-0.001500000,0.864003284
933,1.866000000,1.866003345,3345,0.000000000,0.000000000,1.295385602,-917.627729824,-1721.049620319,28.000000000,0,-0.000375000,0.866003345
934,1.868000000,1.868003388,3388,0.000000000,0.000000000,1.160208350,-921.269530625,-1808.357264355,28.000000000,0,-0.001375000,0.868003388
935,1.870000000,1.870003709,3709,0.000000000,0.000000000,1.030301209,-924.752223623,-1809.468118566,28.000000000,0,-0.000375000,0.870003709
936,1.872000000,1.872003548,3548,0.000000000,0.000000000,0.906225325,-928.252595266,-1819.465115894,28.000000000,0,-0.001500000,0.872003548
937,1.874000000,1.874004683,4683,0.000000000,0.000000000,0.788364138,-931.646895041,-1738.377868719,28.000000000,0,0.000375000,0.874004683
938,1.876000000,1.876004022,4022,0.000000000,0.000000000,0.677362206,-935.253338552,-1729.047273427,28.000000000,0,0.000875000,0.876004022
939,1.878000000,1.878004491,4491,0.000000000,0.000000000,0.573492079,-938.753710195,-1719.494590161,28.000000000,0,0.000875000,0.878004491
940,1.880000000,1.880003793,3793,0.000000000,0.000000000,0.477282426,-942.236403194,-1711.719025027,28.000000000,0,0.000375000,0.880003793
941,1.882000000,1.882003595,3595,0.000000000,0.000000000,0.389028909,-945.860525349,-1797.471638904,28.000000000,0,-0.000750000,0.882003595
942,1.884000000,1.884004045,4045,0.000000000,0.000000000,0.309080268,-949.131074612,-1753.484546812,28.000000000,0,0.000750000,0.884004045
943,1.886000000,1.886003940,3940,0.000000000,0.000000000,0.237800630,-952.666803544,-1706.831570350,28.000000000,0,-0.000375000,0.886003940
944,1.888000000,1.888004075,4075,0.000000000,0.000000000,0.175440986,-956.061103319,-1748.597092135,28.000000000,0,0.000875000,0.888004075
945,1.890000000,1.890003766,3766,0.000000000,0.000000000,0.122267325,-959.561474962,-1801.692691546,28.000000000,0,-0.000125000,0.890003766
946,1.892000000,1.892003754,3754,0.000000000,0.000000000,0.078468791,-963.114882539,-1751.707290566,28.000000000,0,-0.000125000,0.892003754
947,1.894000000,1.894003389,3389,0.000000000,0.000000000,0.044232012,-966.544539604,-1727.270017181,28.000000000,0,0.000125000,0.894003389
948,1.896000000,1.896003543,3543,0.000000000,0.000000000,0.019678386,-970.044911247,-1717.050793765,28.000000000,0,0.000625000,0.896003543
949,1.898000000,1.898004030,4030,0.000000000,0.000000000,0.004913325,-973.315460509,-1763.037368192,28.000000000,0,-0.000875000,0.898004030
950,1.900000000,1.900004221,4221,0.000000000,0.000000000,0.000000000,-976.762796218,-1748.152778073,28.000000000,0,-0.001000000,0.900004221
951,1.902000000,1.902004042,4042,0.000000000,0.000000000,0.000000000,-980.139417349,-1739.266496842,28.000000000,0,0.000375000,0.902004042
952,1.904000000,1.904003603,3603,0.000000000,0.000000000,0.000000000,-983.516038479,-1743.487549484,28.000000000,0,0.001250000,0.904003603
953,1.906000000,1.906003479,3479,0.000000000,0.000000000,0.000000000,-986.768909097,-1659.290103879,28.000000000,0,0.001250000,0.906003479
954,1.908000000,1.908003670,3670,0.000000000,0.000000000,0.000000000,-990.163208872,-1660.178732002,28.000000000,0,-0.000500000,0.908003670
955,1.910000000,1.910003528,3528,0.000000000,0.000000000,0.000000000,-993.663580515,-1729.713813576,28.000000000,0,0.000000000,0.910003528
956,1.912000000,1.912003959,3959,0.000000000,0.000000000,0.000000000,-996.828057910,-1623.744978955,28.000000000,0,0.000250000,0.912003959
957,1.914000000,1.914003984,3984,0.000000000,0.000000000,0.000000000,-1000.133964462,-1617.302356006,28.000000000,0,0.000125000,0.914003984
958,1.916000000,1.916003860,3860,0.000000000,0.000000000,0.000000000,-1003.386835079,-1641.961855479,28.000000000,0,0.000625000,0.916003860
959,1.918000000,1.918003754,3754,0.000000000,0.000000000,0.000000000,-1006.710420276,-1592.198680586,28.000000000,0,0.000000000,0.918003754
960,1.920000000,1.920003630,3630,0.000000000,0.000000000,0.000000000,-1009.945612249,-1584.423115452,28.000000000,0,0.000000000,0.920003630
961,1.922000000,1.922006210,6210,0.000000000,0.000000000,0.000000000,-1013.092410999,-1623.967066929,28.000000000,0,0.000000000,0.922006210
962,1.924000000,1.924003735,3735,0.000000000,0.000000000,0.000000000,-1016.345281617,-1628.632433632,28.000000000,0,-0.000250000,0.924003735
963,1.926000000,1.926003981,3981,0.000000000,0.000000000,0.000000000,-1019.633509524,-1577.536316555,28.000000000,0,-0.001500000,0.926003981
964,1.928000000,1.928003876,3876,0.000000000,0.000000000,0.000000000,-1022.833344208,-1600.640647755,28.000000000,0,0.000125000,0.928003876
965,1.930000000,1.930003993,3993,0.000000000,0.000000000,0.000000000,-1025.997821602,-1585.756057636,28.000000000,0,0.000500000,0.930003993
966,1.932000000,1.932003628,3628,0.000000000,0.000000000,0.000000000,-1029.073905773,-1627.743805509,28.000000000,0,0.000000000,0.932003628
967,1.934000000,1.934003541,3541,0.000000000,0.000000000,0.000000000,-1032.273740457,-1575.759060309,28.000000000,0,0.000000000,0.934003541
968,1.936000000,1.936003825,3825,0.000000000,0.000000000,0.000000000,-1035.332145984,-1612.859215390,28.000000000,0,0.000875000,0.936003825
969,1.938000000,1.938003719,3719,0.000000000,0.000000000,0.000000000,-1038.425908799,-1607.083132590,28.000000000,0,0.000375000,0.938003719
970,1.940000000,1.940003873,3873,0.000000000,0.000000000,0.000000000,-1041.466635681,-1521.552744800,28.000000000,0,-0.000375000,0.940003873
971,1.942000000,1.942004046,4046,0.000000000,0.000000000,0.000000000,-1044.578077142,-1523.996541196,28.000000000,0,0.000000000,0.942004046
972,1.944000000,1.944003551,3551,0.000000000,0.000000000,0.000000000,-1047.813269115,-1600.196333694,28.000000000,0,-0.000125000,0.944003551
973,1.946000000,1.946003539,3539,0.000000000,0.000000000,0.000000000,-1050.765602773,-1505.113124523,28.000000000,0,-0.000125000,0.946003539
974,1.948000000,1.948003378,3378,0.000000000,0.000000000,0.000000000,-1053.806329655,-1487.784876123,28.000000000,0,-0.000125000,0.948003378
975,1.950000000,1.950003439,3439,0.000000000,0.000000000,0.000000000,-1056.935449760,-1477.787878796,28.000000000,0,-0.000750000,0.950003439
976,1.952000000,1.952003723,3723,0.000000000,0.000000000,0.000000000,-1059.887783419,-1482.231019411,28.000000000,0,0.001125000,0.952003723
977,1.954000000,1.954003710,3710,0.000000000,0.000000000,0.000000000,-1062.875474367,-1461.126032431,28.000000000,0,0.000000000,0.954003710
978,1.956000000,1.956003716,3716,0.000000000,0.000000000,0.000000000,-1065.774772091,-1535.992882743,28.000000000,0,0.000375000,0.956003716
979,1.958000000,1.958003258,3258,0.000000000,0.000000000,0.000000000,-1068.744784395,-1486.451933939,28.000000000,0,-0.000875000,0.958003258
980,1.960000000,1.960003320,3320,0.000000000,0.000000000,0.000000000,-1071.626403475,-1540.880337420,28.000000000,0,-0.000875000,0.960003320
981,1.962000000,1.962003307,3307,0.000000000,0.000000000,0.000000000,-1074.667130356,-1530.439026031,28.000000000,0,0.000500000,0.962003307
982,1.964000000,1.964003368,3368,0.000000000,0.000000000,0.000000000,-1077.601785370,-1515.554574027,28.000000000,0,0.000500000,0.964003368
983,1.966000000,1.966003578,3578,0.000000000,0.000000000,0.000000000,-1080.518761740,-1502.002926093,28.000000000,0,0.000000000,0.966003578
984,1.968000000,1.968003732,3732,0.000000000,0.000000000,0.000000000,-1083.400380819,-1490.006446431,28.000000000,0,0.000250000,0.968003732
985,1.970000000,1.970003645,3645,0.000000000,0.000000000,0.000000000,-1086.140570742,-1405.142460676,28.000000000,0,-0.000625000,0.970003645
986,1.972000000,1.972003428,3428,0.000000000,0.000000000,0.000000000,-1089.128261690,-1476.010622549,28.000000000,0,0.000250000,0.972003428
987,1.974000000,1.974004082,4082,0.000000000,0.000000000,0.000000000,-1091.956844836,-1471.789569908,28.000000000,0,0.000250000,0.974004082
988,1.976000000,1.976003403,3403,0.000000000,0.000000000,0.000000000,-1094.803106626,-1469.567999600,28.000000000,0,-0.000375000,0.976003403
989,1.978000000,1.978003335,3335,0.000000000,0.000000000,0.000000000,-1097.507939260,-1390.258008672,28.000000000,0,-0.000375000,0.978003335
990,1.980000000,1.980003785,3785,0.000000000,0.000000000,0.000000000,-1100.407236984,-1384.704151960,28.000000000,0,0.000375000,0.980003785
991,1.982000000,1.982003624,3624,0.000000000,0.000000000,0.000000000,-1103.235820130,-1384.704151960,28.000000000,0,0.000500000,0.982003624
992,1.984000000,1.984003944,3944,0.000000000,0.000000000,0.000000000,-1105.976010053,-1406.697628949,28.000000000,0,-0.000375000,0.984003944
993,1.986000000,1.986003432,3432,0.000000000,0.000000000,0.000000000,-1108.751557265,-1395.145463349,28.000000000,0,-0.000375000,0.986003432
994,1.988000000,1.988003512,3512,0.000000000,0.000000000,0.000000000,-1111.491747187,-1381.371727441,28.000000000,0,-0.000375000,0.988003512
995,1.990000000,1.990005758,5758,0.000000000,0.000000000,0.000000000,-1114.302651689,-1338.939803621,28.000000000,0,-0.000375000,0.990005758
996,1.992000000,1.992003375,3375,0.000000000,0.000000000,0.000000000,-1117.007484322,-1350.047655159,28.000000000,0,0.000125000,0.992003375
997,1.994000000,1.994003455,3455,0.000000000,0.000000000,0.000000000,-1119.659281021,-1396.478405533,28.000000000,0,0.000375000,0.994003455
998,1.996000000,1.996004146,4146,0.000000000,0.000000000,0.000000000,-1122.364113654,-1392.479578979,28.000000000,0,0.001000000,0.996004146
999,1.998000000,1.998003688,3688,0.000000000,0.000000000,0.000000000,-1125.121982222,-1353.824255625,28.000000000,0,-0.000250000,0.998003688
1000,2.000000000,2.000003305,3305,0.000000000,0.000000000,0.000000000,-1127.791457566,-1351.158371256,28.000000000,0,-0.001000000,0.000003305
1001,2.002000000,2.002003422,3422,0.000000000,0.000000000,0.000000000,-1130.496290199,-1350.491969221,28.000000000,0,-0.001000000,0.002003422
1002,2.004000000,2.004006113,6113,0.000000000,0.000000000,0.000000000,-1133.112729609,-1382.482581652,28.000000000,0,-0.000250000,0.004006113
1003,2.006000000,2.006003323,3323,0.000000000,0.000000000,0.000000000,-1135.799883598,-1328.720580205,28.000000000,0,-0.000125000,0.006003323
1004,2.008000000,2.008003791,3791,0.000000000,0.000000000,0.000000000,-1138.327929784,-1286.288518270,28.000000000,0,0.000875000,0.008003791
1005,2.010000000,2.010003853,3853,0.000000000,0.000000000,0.000000000,-1140.926690549,-1279.623807347,28.000000000,0,0.001125000,0.010003853
1006,2.012000000,2.012003766,3766,0.000000000,0.000000000,0.000000000,-1143.543129959,-1277.624463128,28.000000000,0,-0.000500000,0.012003766
1007,2.014000000,2.014003179,3179,0.000000000,0.000000000,0.000000000,-1146.106533435,-1268.293867835,28.000000000,0,-0.000375000,0.014003179
1008,2.016000000,2.016003370,3370,0.000000000,0.000000000,0.000000000,-1148.811366069,-1330.942150513,28.000000000,0,-0.000375000,0.016003370
1009,2.018000000,2.018003246,3246,0.000000000,0.000000000,0.000000000,-1151.268697677,-1260.740528789,28.000000000,0,0.000375000,0.018003246
1010,2.020000000,2.020003289,3289,0.000000000,0.000000000,0.000000000,-1153.814422508,-1254.297905839,28.000000000,0,-0.001250000,0.020003289
1011,2.022000000,2.022003628,3628,0.000000000,0.000000000,0.000000000,-1156.377825984,-1284.066947963,28.000000000,0,0.000875000,0.022003628
1012,2.024000000,2.024003763,3763,0.000000000,0.000000000,0.000000000,-1158.923550815,-1278.957405312,28.000000000,0,-0.000375000,0.024003763
1013,2.026000000,2.026003732,3732,0.000000000,0.000000000,0.000000000,-1161.504632936,-1240.524308046,28.000000000,0,-0.000750000,0.026003732
1014,2.028000000,2.028003090,3090,0.000000000,0.000000000,0.000000000,-1163.961964544,-1262.073470974,28.000000000,0,-0.000500000,0.028003090
1015,2.030000000,2.030003132,3132,0.000000000,0.000000000,0.000000000,-1166.490010731,-1215.420494511,28.000000000,0,-0.000500000,0.030003132
1016,2.032000000,2.032005823,5823,0.000000000,0.000000000,0.000000000,-1168.894306405,-1237.191883527,28.000000000,0,-0.000750000,0.032005823
1017,2.034000000,2.034003107,3107,0.000000000,0.000000000,0.000000000,-1171.351638013,-1245.411762723,28.000000000,0,0.001250000,0.034003107
1018,2.036000000,2.036003428,3428,0.000000000,0.000000000,0.000000000,-1173.773612331,-1187.428708634,28.000000000,0,0.000000000,0.036003428
1019,2.038000000,2.038008267,8267,0.000000000,0.000000000,0.000000000,-1176.177908005,-1248.744049127,28.000000000,0,0.000250000,0.038008267
1020,2.040000000,2.040004143,4143,0.000000000,0.000000000,0.000000000,-1178.635239613,-1205.867811245,28.000000000,0,-0.000250000,0.040004143
1021,2.042000000,2.042006482,6482,0.000000000,0.000000000,0.000000000,-1180.968820709,-1235.192539307,28.000000000,0,-0.000125000,0.042006482
1022,2.044000000,2.044003488,3488,0.000000000,0.000000000,0.000000000,-1183.426152317,-1238.080511650,28.000000000,0,-0.000125000,0.044003488
1023,2.046000000,2.046003030,3030,0.000000000,0.000000000,0.000000000,-1185.812769346,-1165.879545707,28.000000000,0,-0.001000000,0.046003030
1024,2.048000000,2.048002647,2647,0.000000000,0.000000000,0.000000000,-1188.199386376,-1166.990261803,28.000000000,0,0.001500000,0.048002647
1025,2.050000000,2.050002690,2690,0.000000000,0.000000000,0.000000000,-1190.462252892,-1193.649105496,28.000000000,0,0.000625000,0.050002690
1026,2.052000000,2.052002585,2585,0.000000000,0.000000000,0.000000000,-1192.813512632,-1147.662669183,28.000000000,0,-0.000500000,0.052002585
1027,2.054000000,2.054003035,3035,0.000000000,0.000000000,0.000000000,-1195.076379149,-1172.322030542,28.000000000,0,-0.000500000,0.054003035
1028,2.056000000,2.056002559,2559,0.000000000,0.000000000,0.000000000,-1197.445317534,-1131.667362968,28.000000000,0,0.001125000,0.056002559
1029,2.058000000,2.058003546,3546,0.000000000,0.000000000,0.000000000,-1199.725862695,-1153.438751983,28.000000000,0,-0.000125000,0.058003546
1030,2.060000000,2.060003645,3645,0.000000000,0.000000000,0.000000000,-1202.024086501,-1146.774041060,28.000000000,0,-0.000250000,0.060003645
1031,2.062000000,2.062003465,3465,0.000000000,0.000000000,0.000000000,-1204.286953018,-1143.885999660,28.000000000,0,-0.001125000,0.062003465
1032,2.064000000,2.064003416,3416,0.000000000,0.000000000,0.000000000,-1206.514462245,-1173.432884753,28.000000000,0,-0.000625000,0.064003416
1033,2.066000000,2.066003440,3440,0.000000000,0.000000000,0.000000000,-1208.830364696,-1138.332073891,28.000000000,0,-0.000500000,0.066003440
1034,2.068000000,2.068004297,4297,0.000000000,0.000000000,0.000000000,-1211.093231213,-1134.777561399,28.000000000,0,-0.000500000,0.068004297
1035,2.070000000,2.070003377,3377,0.000000000,0.000000000,0.000000000,-1213.303061796,-1168.101116014,28.000000000,0,-0.000125000,0.070003377
1036,2.072000000,2.072003328,3328,0.000000000,0.000000000,0.000000000,-1215.512892378,-1104.119891152,28.000000000,0,-0.000125000,0.072003328
1037,2.074000000,2.074003815,3815,0.000000000,0.000000000,0.000000000,-1217.740401606,-1096.122238044,28.000000000,0,0.000000000,0.074003815
1038,2.076000000,2.076003821,3821,0.000000000,0.000000000,0.000000000,-1220.056304056,-1144.996784814,28.000000000,0,-0.000375000,0.076003821
1039,2.078000000,2.078003826,3826,0.000000000,0.000000000,0.000000000,-1222.160062771,-1076.794576367,28.000000000,0,0.000625000,0.078003826
1040,2.080000000,2.080003351,3351,0.000000000,0.000000000,0.000000000,-1224.334536065,-1069.463394352,28.000000000,0,-0.000375000,0.080003351
1041,2.082000000,2.082003393,3393,0.000000000,0.000000000,0.000000000,-1226.597402581,-1118.337941121,28.000000000,0,-0.000375000,0.082003393
1042,2.084000000,2.084005807,5807,0.000000000,0.000000000,0.000000000,-1228.718839941,-1050.135732675,28.000000000,0,-0.000375000,0.084005807
1043,2.086000000,2.086003368,3368,0.000000000,0.000000000,0.000000000,-1230.857955945,-1049.247104551,28.000000000,0,-0.000375000,0.086003368
1044,2.088000000,2.088003688,3688,0.000000000,0.000000000,0.000000000,-1232.926357370,-1067.019667013,28.000000000,0,-0.000875000,0.088003688
1045,2.090000000,2.090004713,4713,0.000000000,0.000000000,0.000000000,-1235.083152019,-1062.132212336,28.000000000,0,0.000750000,0.090004713
1046,2.092000000,2.092003996,3996,0.000000000,0.000000000,0.000000000,-1237.186910734,-1033.251867393,28.000000000,0,0.001250000,0.092003996
1047,2.094000000,2.094003354,3354,0.000000000,0.000000000,0.000000000,-1239.255312159,-1056.356129536,28.000000000,0,-0.000250000,0.094003354
1048,2.096000000,2.096003693,3693,0.000000000,0.000000000,0.000000000,-1241.394428163,-1077.905361521,28.000000000,0,-0.000250000,0.096003693
1049,2.098000000,2.098003625,3625,0.000000000,0.000000000,0.000000000,-1243.480508234,-1048.136319398,28.000000000,0,0.000000000,0.098003625
1050,2.100000000,2.100008797,8797,0.000000000,0.000000000,0.000000000,-1245.513552370,-1071.684964659,28.000000000,0,-0.000750000,0.100008797
1051,2.102000000,2.102004988,4988,0.000000000,0.000000000,0.000000000,-1247.617311084,-1037.472850978,28.000000000,0,0.001625000,0.102004988
1052,2.104000000,2.104003809,3809,0.000000000,0.000000000,0.000000000,-1249.614997931,-1055.689658444,28.000000000,0,-0.001000000,0.104003809
1053,2.106000000,2.106003666,3666,0.000000000,0.000000000,0.000000000,-1251.648042067,-1044.137492844,28.000000000,0,0.000250000,0.106003666
1054,2.108000000,2.108003579,3579,0.000000000,0.000000000,0.000000000,-1253.645728914,-1034.806966608,28.000000000,0,0.000250000,0.108003579
1055,2.110000000,2.110003270,3270,0.000000000,0.000000000,0.000000000,-1255.608058472,-975.268882362,28.000000000,0,0.000875000,0.110003270
1056,2.112000000,2.112003424,3424,0.000000000,0.000000000,0.000000000,-1257.676459897,-969.937113623,28.000000000,0,0.000375000,0.112003424
1057,2.114000000,2.114003708,3708,0.000000000,0.000000000,0.000000000,-1259.638789455,-1021.255387731,28.000000000,0,-0.000375000,0.114003708
1058,2.116000000,2.116003676,3676,0.000000000,0.000000000,0.000000000,-1261.512725789,-960.606518331,28.000000000,0,-0.000500000,0.116003676
1059,2.118000000,2.118003812,3812,0.000000000,0.000000000,0.000000000,-1263.475055346,-960.828675362,28.000000000,0,0.000000000,0.118003812
1060,2.120000000,2.120003318,3318,0.000000000,0.000000000,0.000000000,-1265.419706259,-956.385534746,28.000000000,0,0.000500000,0.120003318
1061,2.122000000,2.122004175,4175,0.000000000,0.000000000,0.000000000,-1267.364357172,-972.380840962,28.000000000,0,0.000500000,0.122004175
1062,2.124000000,2.124003218,3218,0.000000000,0.000000000,0.000000000,-1269.273650795,-1001.261254962,28.000000000,0,0.000250000,0.124003218
1063,2.126000000,2.126003390,3390,0.000000000,0.000000000,0.000000000,-1271.235980353,-971.047898777,28.000000000,0,0.000500000,0.126003390
1064,2.128000000,2.128003674,3674,0.000000000,0.000000000,0.000000000,-1273.162952621,-966.604758162,28.000000000,0,0.000500000,0.128003674
1065,2.130000000,2.130004143,4143,0.000000000,0.000000000,0.000000000,-1275.107603534,-937.502187130,28.000000000,0,-0.001625000,0.130004143
1066,2.132000000,2.132003908,3908,0.000000000,0.000000000,0.000000000,-1276.963861223,-945.499840238,28.000000000,0,-0.000125000,0.132003908
1067,2.134000000,2.134003395,3395,0.000000000,0.000000000,0.000000000,-1278.873154847,-914.397855930,28.000000000,0,-0.001375000,0.134003395
1068,2.136000000,2.136003327,3327,0.000000000,0.000000000,0.000000000,-1280.694055247,-958.829262085,28.000000000,0,-0.001375000,0.136003327
1069,2.138000000,2.138003295,3295,0.000000000,0.000000000,0.000000000,-1282.532634292,-950.387294915,28.000000000,0,0.001375000,0.138003295
1070,2.140000000,2.140003375,3375,0.000000000,0.000000000,0.000000000,-1284.388891981,-919.063153576,28.000000000,0,0.000125000,0.140003375
1071,2.142000000,2.142003714,3714,0.000000000,0.000000000,0.000000000,-1286.103720514,-891.071436756,28.000000000,0,-0.001250000,0.142003714
1072,2.144000000,2.144003720,3720,0.000000000,0.000000000,0.000000000,-1287.906942269,-882.851626618,28.000000000,0,-0.000125000,0.144003720
1073,2.146000000,2.146003855,3855,0.000000000,0.000000000,0.000000000,-1289.763199959,-924.394922315,28.000000000,0,-0.001625000,0.146003855
1074,2.148000000,2.148004806,4806,0.000000000,0.000000000,0.000000000,-1291.584100359,-921.506880915,28.000000000,0,-0.000750000,0.148004806
1075,2.150000000,2.150003719,3719,0.000000000,0.000000000,0.000000000,-1293.228214312,-887.294767233,28.000000000,0,-0.000750000,0.150003719
1076,2.152000000,2.152003225,3225,0.000000000,0.000000000,0.000000000,-1295.031436068,-861.968865725,28.000000000,0,-0.000500000,0.152003225
1077,2.154000000,2.154003212,3212,0.000000000,0.000000000,0.000000000,-1296.781621889,-858.858667295,28.000000000,0,-0.000750000,0.154003212
1078,2.156000000,2.156003032,3032,0.000000000,0.000000000,0.000000000,-1298.531807711,-859.525138387,28.000000000,0,-0.000750000,0.156003032
1079,2.158000000,2.158003631,3631,0.000000000,0.000000000,0.000000000,-1300.281993532,-856.192782925,28.000000000,0,0.000125000,0.158003631
1080,2.160000000,2.160003229,3229,0.000000000,0.000000000,0.000000000,-1301.979143420,-883.518097710,28.000000000,0,0.000375000,0.160003229
1081,2.162000000,2.162003568,3568,0.000000000,0.000000000,0.000000000,-1303.747007886,-864.412593064,28.000000000,0,0.000375000,0.162003568
1082,2.164000000,2.164003185,3185,0.000000000,0.000000000,0.000000000,-1305.444157774,-853.971212618,28.000000000,0,0.000500000,0.164003185
1083,2.166000000,2.166003080,3080,0.000000000,0.000000000,0.000000000,-1307.141307661,-842.863361079,28.000000000,0,-0.001000000,0.166003080
1084,2.168000000,2.168003215,3215,0.000000000,0.000000000,0.000000000,-1308.803100260,-837.975906402,28.000000000,0,0.001500000,0.168003215
1085,2.170000000,2.170003332,3332,0.000000000,0.000000000,0.000000000,-1310.429535568,-856.414939956,28.000000000,0,-0.000875000,0.170003332
1086,2.172000000,2.172003097,3097,0.000000000,0.000000000,0.000000000,-1312.109006811,-848.417286848,28.000000000,0,-0.000625000,0.172003097
1087,2.174000000,2.174002881,2881,0.000000000,0.000000000,0.000000000,-1313.735442120,-844.862774356,28.000000000,0,0.000000000,0.174002881
1088,2.176000000,2.176003127,3127,0.000000000,0.000000000,0.000000000,-1315.291162850,-789.989987755,28.000000000,0,0.000000000,0.176003127
1089,2.178000000,2.178004077,4077,0.000000000,0.000000000,0.000000000,-1316.899919515,-792.655872125,28.000000000,0,-0.000500000,0.178004077
1090,2.180000000,2.180003305,3305,0.000000000,0.000000000,0.000000000,-1318.508676179,-787.546260417,28.000000000,0,0.000375000,0.180003305
1091,2.182000000,2.182003070,3070,0.000000000,0.000000000,0.000000000,-1320.170468777,-825.757269710,28.000000000,0,-0.000500000,0.182003070
1092,2.184000000,2.184003187,3187,0.000000000,0.000000000,0.000000000,-1321.761546797,-822.647071279,28.000000000,0,0.000250000,0.184003187
1093,2.186000000,2.186002804,2804,0.000000000,0.000000000,0.000000000,-1323.281910238,-794.655285402,28.000000000,0,-0.001000000,0.186002804
