seq,time_sched_sec,time_actual_sec,jitter_ns,q_des_deg,dq_des_deg_s,tau_des_Nm,q_act_deg,dq_act_deg_s,temp_C,merror,ads_voltage,gait_phase
1,0.002000000,0.002009413,9413,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,28.000000000,0,0.001375000,0.002009413
2,0.004000000,0.004003382,3382,0.000000000,0.000000000,0.000000000,-0.282858315,-241.706729304,28.000000000,0,0.001375000,0.004003382
3,0.006000000,0.006002925,2925,0.000000000,0.000000000,0.000000000,-1.025361390,-414.322655892,28.000000000,0,0.000875000,0.006002925
4,0.008000000,0.008004171,4171,0.000000000,0.000000000,0.000000000,-1.891614979,-456.310300179,28.000000000,0,-0.000500000,0.008004171
5,0.010000000,0.010004566,4566,0.000000000,0.000000000,0.000000000,-2.793225857,-449.867780815,28.000000000,0,0.001875000,0.010004566
6,0.012000000,0.012004794,4794,0.000000000,0.000000000,0.000000000,-3.606443511,-438.537772246,28.000000000,0,-0.001375000,0.012004794
7,0.014000000,0.014003929,3929,0.000000000,0.000000000,0.000000000,-4.490375744,-421.209523846,28.000000000,0,-0.000375000,0.014003929
8,0.016000000,0.016003583,3583,0.000000000,0.000000000,0.000000000,-5.356629333,-420.320895723,28.000000000,0,-0.001125000,0.016003583
9,0.018000000,0.018003719,3719,0.000000000,0.000000000,0.000000000,-6.240561566,-415.655598077,28.000000000,0,-0.001125000,0.018003719
10,0.020000000,0.020003613,3613,0.000000000,0.000000000,0.000000000,-7.036100575,-410.101672307,28.000000000,0,-0.000250000,0.020003613
11,0.022000000,0.022003749,3749,0.000000000,0.000000000,0.000000000,-7.866996875,-403.436961384,28.000000000,0,-0.001375000,0.022003749
12,0.024000000,0.024004051,4051,0.000000000,0.000000000,0.000000000,-8.697893174,-421.653837907,28.000000000,0,0.001000000,0.024004051
13,0.026000000,0.026004112,4112,0.000000000,0.000000000,0.000000000,-9.458074894,-406.325002784,28.000000000,0,0.000375000,0.026004112
14,0.028000000,0.028003822,3822,0.000000000,0.000000000,0.000000000,-10.271292549,-408.768730123,28.000000000,0,0.000000000,0.028003822
15,0.030000000,0.030003549,3549,0.000000000,0.000000000,0.000000000,-11.049152914,-391.884795784,28.000000000,0,0.000625000,0.030003549
16,0.032000000,0.032003648,3648,0.000000000,0.000000000,0.000000000,-11.827013279,-391.884795784,28.000000000,0,0.000625000,0.032003648
17,0.034000000,0.034004376,4376,0.000000000,0.000000000,0.000000000,-12.604873644,-400.548919984,28.000000000,0,-0.000125000,0.034004376
18,0.036000000,0.036003530,3530,0.000000000,0.000000000,0.000000000,-13.382734009,-381.887729399,28.000000000,0,0.001000000,0.036003530
19,0.038000000,0.038003721,3721,0.000000000,0.000000000,0.000000000,-14.125237085,-378.999722528,28.000000000,0,-0.001000000,0.038003721
20,0.040000000,0.040003949,3949,0.000000000,0.000000000,0.000000000,-14.867740161,-372.112854574,28.000000000,0,0.000000000,0.040003949
21,0.042000000,0.042003547,3547,0.000000000,0.000000000,0.000000000,-15.627921881,-370.557755359,28.000000000,0,0.000000000,0.042003547
22,0.044000000,0.044004960,4960,0.000000000,0.000000000,0.000000000,-16.335067668,-377.000309251,28.000000000,0,0.000000000,0.044004960
23,0.046000000,0.046003818,3818,0.000000000,0.000000000,0.000000000,-17.059892099,-371.446383482,28.000000000,0,-0.001250000,0.046003818
24,0.048000000,0.048003601,3601,0.000000000,0.000000000,0.000000000,-17.731680596,-345.898324943,28.000000000,0,0.000750000,0.048003601
25,0.050000000,0.050003978,3978,0.000000000,0.000000000,0.000000000,-18.421147738,-344.565382758,28.000000000,0,0.001375000,0.050003978
26,0.052000000,0.052003428,3428,0.000000000,0.000000000,0.000000000,-19.128293524,-338.344985897,28.000000000,0,-0.000125000,0.052003428
27,0.054000000,0.054005248,5248,0.000000000,0.000000000,0.000000000,-19.853117955,-351.007936651,28.000000000,0,0.000375000,0.054005248
28,0.056000000,0.056003347,3347,0.000000000,0.000000000,0.000000000,-20.507227808,-349.674994466,28.000000000,0,-0.001000000,0.056003347
29,0.058000000,0.058003927,3927,0.000000000,0.000000000,0.000000000,-21.143659016,-323.682621866,28.000000000,0,-0.001000000,0.058003927
30,0.060000000,0.060003266,3266,0.000000000,0.000000000,0.000000000,-21.833126158,-320.350266404,28.000000000,0,0.000625000,0.060003266
31,0.062000000,0.062007068,7068,0.000000000,0.000000000,0.000000000,-22.469557365,-312.574770327,28.000000000,0,0.001000000,0.062007068
32,0.064000000,0.064004962,4962,0.000000000,0.000000000,0.000000000,-23.105988573,-310.131077517,28.000000000,0,0.001125000,0.064004962
33,0.066000000,0.066003931,3931,0.000000000,0.000000000,0.000000000,-23.724741136,-306.798722056,28.000000000,0,-0.000625000,0.066003931
34,0.068000000,0.068003530,3530,0.000000000,0.000000000,0.000000000,-24.325815055,-308.131664240,28.000000000,0,-0.000125000,0.068003530
35,0.070000000,0.070003258,3258,0.000000000,0.000000000,0.000000000,-24.962246263,-301.022639256,28.000000000,0,0.001125000,0.070003258
36,0.072000000,0.072003078,3078,0.000000000,0.000000000,0.000000000,-25.545641537,-309.464606425,28.000000000,0,0.001125000,0.072003078
37,0.074000000,0.074006639,6639,0.000000000,0.000000000,0.000000000,-26.146715455,-298.578911917,28.000000000,0,0.000375000,0.074006639
38,0.076000000,0.076003330,3330,0.000000000,0.000000000,0.000000000,-26.730110729,-292.358515056,28.000000000,0,0.000000000,0.076003330
39,0.078000000,0.078003799,3799,0.000000000,0.000000000,0.000000000,-27.295827358,-292.136358025,28.000000000,0,0.000250000,0.078003799
40,0.080000000,0.080003638,3638,0.000000000,0.000000000,0.000000000,-27.879222632,-283.027919763,28.000000000,0,0.000125000,0.080003638
41,0.082000000,0.082003477,3477,0.000000000,0.000000000,0.000000000,-28.444939261,-291.025572871,28.000000000,0,-0.000625000,0.082003477
42,0.084000000,0.084003502,3502,0.000000000,0.000000000,0.000000000,-28.992977246,-283.027919763,28.000000000,0,-0.001125000,0.084003502
43,0.086000000,0.086003415,3415,0.000000000,0.000000000,0.000000000,-29.541015230,-281.472820548,28.000000000,0,-0.001125000,0.086003415
44,0.088000000,0.088003347,3347,0.000000000,0.000000000,0.000000000,-30.071374570,-275.030266655,28.000000000,0,0.000375000,0.088003347
45,0.090000000,0.090003426,3426,0.000000000,0.000000000,0.000000000,-30.601733910,-271.031440101,28.000000000,0,0.000000000,0.090003426
46,0.092000000,0.092003636,3636,0.000000000,0.000000000,0.000000000,-31.114414605,-266.588299486,28.000000000,0,0.000875000,0.092003636
47,0.094000000,0.094003364,3364,0.000000000,0.000000000,0.000000000,-31.627095300,-266.366142455,28.000000000,0,-0.001250000,0.094003364
48,0.096000000,0.096004092,4092,0.000000000,0.000000000,0.000000000,-32.139775995,-257.702035519,28.000000000,0,-0.001500000,0.096004092
49,0.098000000,0.098003301,3301,0.000000000,0.000000000,0.000000000,-32.617099401,-248.815754289,28.000000000,0,0.000375000,0.098003301
50,0.100000000,0.100003455,3455,0.000000000,0.000000000,0.000000000,-33.112101452,-246.372026950,28.000000000,0,0.000375000,0.100003455
51,0.102000000,0.102003757,3757,0.000000000,0.000000000,0.000000000,-33.607103502,-237.707902750,28.000000000,0,0.000125000,0.102003757
52,0.104000000,0.104011059,11059,0.000000000,0.000000000,0.000000000,-34.084426908,-233.486919165,28.000000000,0,-0.000750000,0.104011059
53,0.106000000,0.106005213,5213,0.000000000,0.000000000,0.000000000,-34.526393025,-234.153390258,28.000000000,0,0.000625000,0.106005213
54,0.108000000,0.108004034,4034,0.000000000,0.000000000,0.000000000,-34.986037786,-228.155150427,28.000000000,0,-0.000250000,0.108004034
55,0.110000000,0.110003466,3466,0.000000000,0.000000000,0.000000000,-35.445682547,-219.491043491,28.000000000,0,0.000375000,0.110003466
56,0.112000000,0.112003620,3620,0.000000000,0.000000000,0.000000000,-35.887648664,-220.823985676,28.000000000,0,0.000375000,0.112003620
57,0.114000000,0.114003403,3403,0.000000000,0.000000000,0.000000000,-36.347293425,-219.713200522,28.000000000,0,-0.001375000,0.114003403
58,0.116000000,0.116003464,3464,0.000000000,0.000000000,0.000000000,-36.771580897,-221.046142706,28.000000000,0,-0.000500000,0.116003464
59,0.118000000,0.118003804,3804,0.000000000,0.000000000,0.000000000,-37.178189724,-214.381431783,28.000000000,0,-0.000250000,0.118003804
60,0.120000000,0.120003828,3828,0.000000000,0.000000000,0.000000000,-37.602477196,-217.491630214,28.000000000,0,-0.000750000,0.120003828
61,0.122000000,0.122003611,3611,0.000000000,0.000000000,0.000000000,-38.009086023,-212.382018506,28.000000000,0,-0.000375000,0.122003611
62,0.124000000,0.124003376,3376,0.000000000,0.000000000,0.000000000,-38.415694850,-206.828092737,28.000000000,0,0.000875000,0.124003376
63,0.126000000,0.126003327,3327,0.000000000,0.000000000,0.000000000,-38.822303678,-192.832199798,28.000000000,0,0.000875000,0.126003327
64,0.128000000,0.128003443,3443,0.000000000,0.000000000,0.000000000,-39.211233860,-200.829852906,28.000000000,0,0.000125000,0.128003443
65,0.130000000,0.130003394,3394,0.000000000,0.000000000,0.000000000,-39.582485398,-185.945349109,28.000000000,0,0.000125000,0.130003394
66,0.132000000,0.132003825,3825,0.000000000,0.000000000,0.000000000,-39.953736936,-178.614167093,28.000000000,0,-0.000625000,0.132003825
67,0.134000000,0.134003720,3720,0.000000000,0.000000000,0.000000000,-40.307309829,-177.503381939,28.000000000,0,-0.001000000,0.134003720
68,0.136000000,0.136004022,4022,0.000000000,0.000000000,0.000000000,-40.660882723,-174.615340539,28.000000000,0,-0.000375000,0.136004022
69,0.138000000,0.138003213,3213,0.000000000,0.000000000,0.000000000,-41.032134260,-178.836324124,28.000000000,0,0.000125000,0.138003213
70,0.140000000,0.140003404,3404,0.000000000,0.000000000,0.000000000,-41.350349864,-168.394943678,28.000000000,0,0.000125000,0.140003404
71,0.142000000,0.142003299,3299,0.000000000,0.000000000,0.000000000,-41.686244113,-165.951216339,28.000000000,0,-0.001375000,0.142003299
72,0.144000000,0.144003416,3416,0.000000000,0.000000000,0.000000000,-42.039817006,-159.952976508,28.000000000,0,-0.000500000,0.144003416
73,0.146000000,0.146005662,5662,0.000000000,0.000000000,0.000000000,-42.340353965,-167.284158524,28.000000000,0,0.000125000,0.146005662
74,0.148000000,0.148004001,4001,0.000000000,0.000000000,0.000000000,-42.658569569,-158.620034324,28.000000000,0,0.000250000,0.148004001
75,0.150000000,0.150003451,3451,0.000000000,0.000000000,0.000000000,-42.959106529,-152.621811757,28.000000000,0,0.001375000,0.150003451
76,0.152000000,0.152003272,3272,0.000000000,0.000000000,0.000000000,-43.259643488,-151.288869573,28.000000000,0,0.000125000,0.152003272
77,0.154000000,0.154004926,4926,0.000000000,0.000000000,0.000000000,-43.560180447,-152.843968788,28.000000000,0,0.000125000,0.154004926
78,0.156000000,0.156004358,4358,0.000000000,0.000000000,0.000000000,-43.843038762,-143.513373496,28.000000000,0,0.000000000,0.156004358
79,0.158000000,0.158003067,3067,0.000000000,0.000000000,0.000000000,-44.143575721,-142.846902403,28.000000000,0,-0.001375000,0.158003067
80,0.160000000,0.160002536,2536,0.000000000,0.000000000,0.000000000,-44.426434036,-141.069646157,28.000000000,0,-0.000750000,0.160002536
81,0.162000000,0.162002449,2449,0.000000000,0.000000000,0.000000000,-44.691613705,-141.736117250,28.000000000,0,-0.000875000,0.162002449
82,0.164000000,0.164003714,3714,0.000000000,0.000000000,0.000000000,-44.956793375,-137.737290696,28.000000000,0,0.001750000,0.164003714
83,0.166000000,0.166002794,2794,0.000000000,0.000000000,0.000000000,-45.204294401,-130.406108680,28.000000000,0,-0.000625000,0.166002794
84,0.168000000,0.168002781,2781,0.000000000,0.000000000,0.000000000,-45.451795426,-126.407290758,28.000000000,0,-0.000625000,0.168002781
85,0.170000000,0.170002546,2546,0.000000000,0.000000000,0.000000000,-45.681617807,-119.742579835,28.000000000,0,-0.000125000,0.170002546
86,0.172000000,0.172003422,3422,0.000000000,0.000000000,0.000000000,-45.911440187,-115.077282189,28.000000000,0,0.000500000,0.172003422
87,0.174000000,0.174003632,3632,0.000000000,0.000000000,0.000000000,-46.158941212,-116.854538435,28.000000000,0,-0.000250000,0.174003632
88,0.176000000,0.176004397,4397,0.000000000,0.000000000,0.000000000,-46.371084948,-108.412579898,28.000000000,0,-0.000250000,0.176004397
89,0.178000000,0.178004032,4032,0.000000000,0.000000000,0.000000000,-46.600907329,-107.968265837,28.000000000,0,0.000250000,0.178004032
90,0.180000000,0.180003575,3575,0.000000000,0.000000000,0.000000000,-46.830729710,-108.190422867,28.000000000,0,-0.000500000,0.180003575
91,0.182000000,0.182002599,2599,0.000000000,0.000000000,0.000000000,-47.025194801,-99.748455698,28.000000000,0,-0.000500000,0.182002599
92,0.184000000,0.184003401,3401,0.000000000,0.000000000,0.000000000,-47.219659892,-94.194529929,28.000000000,0,0.000625000,0.184003401
93,0.186000000,0.186003518,3518,0.000000000,0.000000000,0.000000000,-47.414124983,-93.750224499,28.000000000,0,0.000000000,0.186003518
94,0.188000000,0.188004450,4450,0.000000000,0.000000000,0.000000000,-47.590911430,-86.419042484,28.000000000,0,0.001500000,0.188004450
95,0.190000000,0.190003752,3752,0.000000000,0.000000000,0.000000000,-47.750019232,-87.974141699,28.000000000,0,0.000250000,0.190003752
96,0.192000000,0.192004184,4184,0.000000000,0.000000000,0.000000000,-47.926805679,-83.975315145,28.000000000,0,0.000000000,0.192004184
97,0.194000000,0.194003393,3393,0.000000000,0.000000000,0.000000000,-48.068234836,-80.865116715,28.000000000,0,-0.000625000,0.194003393
98,0.196000000,0.196003325,3325,0.000000000,0.000000000,0.000000000,-48.227342638,-74.422571454,28.000000000,0,-0.000625000,0.196003325
99,0.198000000,0.198003405,3405,0.000000000,0.000000000,0.000000000,-48.368771795,-67.980017562,28.000000000,0,-0.000750000,0.198003405
100,0.200000000,0.200003448,3448,0.000000000,0.000000000,0.000000000,-48.510200952,-65.758447254,28.000000000,0,-0.000125000,0.200003448
101,0.202000000,0.202003750,3750,0.000000000,0.000000000,0.000000000,-48.633951465,-69.090802716,28.000000000,0,-0.000750000,0.202003750
102,0.204000000,0.204004181,4181,0.000000000,0.000000000,0.000000000,-48.757701978,-61.315310955,28.000000000,0,0.000750000,0.204004181
103,0.206000000,0.206004243,4243,0.000000000,0.000000000,0.000000000,-48.899131135,-60.204525801,28.000000000,0,-0.000625000,0.206004243
104,0.208000000,0.208003471,3471,0.000000000,0.000000000,0.000000000,-49.005203003,-59.982368770,28.000000000,0,-0.000250000,0.208003471
105,0.210000000,0.210003384,3384,0.000000000,0.000000000,0.000000000,-49.128953516,-57.760798462,28.000000000,0,-0.000250000,0.210003384
106,0.212000000,0.212003704,3704,0.000000000,0.000000000,0.000000000,-49.217346739,-53.095505132,28.000000000,0,0.000625000,0.212003704
107,0.214000000,0.214003340,3340,0.000000000,0.000000000,0.000000000,-49.323418607,-47.541579363,28.000000000,0,0.000375000,0.214003340
108,0.216000000,0.216003716,3716,0.000000000,0.000000000,0.000000000,-49.411811830,-41.987657910,28.000000000,0,0.000250000,0.216003716
109,0.218000000,0.218003851,3851,0.000000000,0.000000000,0.000000000,-49.500205054,-39.099616510,28.000000000,0,0.001000000,0.218003851
110,0.220000000,0.220003524,3524,0.000000000,0.000000000,0.000000000,-49.570919632,-34.878637241,28.000000000,0,0.001125000,0.220003524
111,0.222000000,0.222003400,3400,0.000000000,0.000000000,0.000000000,-49.641634211,-30.213341753,28.000000000,0,0.001125000,0.222003400
112,0.224000000,0.224003350,3350,0.000000000,0.000000000,0.000000000,-49.694670145,-31.324124749,28.000000000,0,0.000375000,0.224003350
113,0.226000000,0.226003337,3337,0.000000000,0.000000000,0.000000000,-49.747706079,-25.325889234,28.000000000,0,0.000875000,0.226003337
114,0.228000000,0.228003806,3806,0.000000000,0.000000000,0.000000000,-49.800742013,-15.995298258,28.000000000,0,0.000125000,0.228003806
115,0.230000000,0.230003793,3793,0.000000000,0.000000000,0.000000000,-49.800742013,-9.330590572,28.000000000,0,0.007500000,0.230003793
116,0.232000000,0.232003910,3910,0.000000000,0.000000000,0.000000000,-49.818420657,-5.776079698,28.000000000,0,-0.000875000,0.232003910
117,0.234000000,0.234003342,3342,0.000000000,0.000000000,0.000000000,-49.818420657,-0.444313792,28.000000000,0,-0.001125000,0.234003342
118,0.236000000,0.236004737,4737,0.000000000,0.000000000,0.000000000,-49.800742013,9.330590841,28.000000000,0,-0.001125000,0.236004737
119,0.238000000,0.238003483,3483,0.000000000,0.000000000,0.000000000,-49.800742013,8.664119749,28.000000000,0,-0.000625000,0.238003483
120,0.240000000,0.240003433,3433,0.000000000,0.000000000,0.000000000,-49.783063368,11.330002500,28.000000000,0,-0.000125000,0.240003433
121,0.242000000,0.242003606,3606,0.000000000,0.000000000,0.000000000,-49.765384723,10.885689517,28.000000000,0,-0.000875000,0.242003606
122,0.244000000,0.244003612,3612,0.000000000,0.000000000,0.000000000,-49.730027434,14.884513913,28.000000000,0,0.000625000,0.244003612
123,0.246000000,0.246003617,3617,0.000000000,0.000000000,0.000000000,-49.712348789,12.440787654,28.000000000,0,0.000250000,0.246003617
124,0.248000000,0.248003401,3401,0.000000000,0.000000000,0.000000000,-49.676991500,12.885101715,28.000000000,0,-0.000750000,0.248003401
125,0.250000000,0.250003518,3518,0.000000000,0.000000000,0.000000000,-49.676991500,8.664119749,28.000000000,0,-0.000750000,0.250003518
126,0.252000000,0.252003968,3968,0.000000000,0.000000000,0.000000000,-49.659312855,6.442550520,28.000000000,0,-0.000250000,0.252003968
127,0.254000000,0.254003437,3437,0.000000000,0.000000000,0.000000000,-49.641634211,5.331766176,28.000000000,0,-0.001250000,0.254003437
128,0.256000000,0.256004257,4257,0.000000000,0.000000000,0.000000000,-49.641634211,2.888039916,28.000000000,0,-0.001125000,0.256004257
129,0.258000000,0.258004134,4134,0.000000000,0.000000000,0.000000000,-49.623955566,2.443726125,28.000000000,0,-0.000250000,0.258004134
130,0.260000000,0.260003899,3899,0.000000000,0.000000000,0.000000000,-49.623955566,2.888039916,28.000000000,0,-0.000625000,0.260003899
131,0.262000000,0.262003386,3386,0.000000000,0.000000000,0.000000000,-49.623955566,-5.553923207,28.000000000,0,0.000875000,0.262003386
132,0.264000000,0.264003280,3280,0.000000000,0.000000000,0.000000000,-49.641634211,-3.110196947,28.000000000,0,0.000875000,0.264003280
133,0.266000000,0.266003286,3286,0.000000000,0.000000000,0.000000000,-49.641634211,-1.999412333,28.000000000,0,0.000000000,0.266003286
134,0.268000000,0.268003385,3385,0.000000000,0.000000000,0.000000000,-49.641634211,0.444313859,28.000000000,0,0.000500000,0.268003385
135,0.270000000,0.270003742,3742,0.000000000,0.000000000,0.000000000,-49.641634211,-0.444313792,28.000000000,0,0.001375000,0.270003742
136,0.272000000,0.272003748,3748,0.000000000,0.000000000,0.000000000,-49.641634211,-2.221569094,28.000000000,0,0.000125000,0.272003748
137,0.274000000,0.274003846,3846,0.000000000,0.000000000,0.000000000,-49.641634211,-1.332941510,28.000000000,0,0.000250000,0.274003846
138,0.276000000,0.276003389,3389,0.000000000,0.000000000,0.000000000,-49.641634211,1.555098423,28.000000000,0,-0.000500000,0.276003389
139,0.278000000,0.278003413,3413,0.000000000,0.000000000,0.000000000,-49.641634211,4.443138323,28.000000000,0,-0.000500000,0.278003413
140,0.280000000,0.280005475,5475,0.000000000,0.000000000,0.000000000,-49.641634211,1.110784597,28.000000000,0,0.000250000,0.280005475
141,0.282000000,0.282003369,3369,0.000000000,0.000000000,0.000000000,-49.641634211,2.443726125,28.000000000,0,0.000625000,0.282003369
142,0.284000000,0.284003746,3746,0.000000000,0.000000000,0.000000000,-49.641634211,2.443726125,28.000000000,0,-0.000375000,0.284003746
143,0.286000000,0.286004122,4122,0.000000000,0.000000000,0.000000000,-49.641634211,-1.999412333,28.000000000,0,-0.000250000,0.286004122
144,0.288000000,0.288003572,3572,0.000000000,0.000000000,0.000000000,-49.641634211,1.110784597,28.000000000,0,-0.002750000,0.288003572
145,0.290000000,0.290003263,3263,0.000000000,0.000000000,0.000000000,-49.641634211,-1.999412333,28.000000000,0,-0.001625000,0.290003263
146,0.292000000,0.292003361,3361,0.000000000,0.000000000,0.000000000,-49.641634211,-1.999412333,28.000000000,0,-0.001625000,0.292003361
147,0.294000000,0.294004163,4163,0.000000000,0.000000000,0.000000000,-49.641634211,1.999412265,28.000000000,0,0.000125000,0.294004163
148,0.296000000,0.296005021,5021,0.000000000,0.000000000,0.000000000,-49.641634211,-1.110784479,28.000000000,0,-0.000750000,0.296005021
149,0.298000000,0.298003619,3619,0.000000000,0.000000000,0.000000000,-49.641634211,-1.332941510,28.000000000,0,0.000500000,0.298003619
150,0.300000000,0.300003736,3736,0.000000000,0.000000000,0.000000000,-49.641634211,-1.999412333,28.000000000,0,0.000875000,0.300003736
151,0.302000000,0.302003446,3446,0.000000000,0.000000000,0.000000000,-49.641634211,1.332941510,28.000000000,0,0.000000000,0.302003446
152,0.304000000,0.304003359,3359,0.000000000,0.000000000,0.000000000,-49.641634211,2.221569161,28.000000000,0,0.000000000,0.304003359
153,0.306000000,0.306003383,3383,0.000000000,0.000000000,0.000000000,-49.641634211,1.777255336,28.000000000,0,0.000125000,0.306003383
154,0.308000000,0.308003296,3296,0.000000000,0.000000000,0.000000000,-49.641634211,1.332941510,28.000000000,0,0.000750000,0.308003296
155,0.310000000,0.310003747,3747,0.000000000,0.000000000,0.000000000,-49.641634211,-1.999412333,28.000000000,0,-0.000375000,0.310003747
156,0.312000000,0.312003234,3234,0.000000000,0.000000000,0.000000000,-49.641634211,-1.777255302,28.000000000,0,-0.000250000,0.312003234
157,0.314000000,0.314003851,3851,0.000000000,0.000000000,0.000000000,-49.641634211,1.332941510,28.000000000,0,-0.000125000,0.314003851
158,0.316000000,0.316003394,3394,0.000000000,0.000000000,0.000000000,-49.641634211,-1.999412333,28.000000000,0,0.001125000,0.316003394
159,0.318000000,0.318003288,3288,0.000000000,0.000000000,0.000000000,-49.641634211,-2.221569094,28.000000000,0,0.001125000,0.318003288
160,0.320000000,0.320003275,3275,0.000000000,0.000000000,0.000000000,-49.641634211,1.332941510,28.000000000,0,-0.001125000,0.320003275
161,0.322000000,0.322003300,3300,0.000000000,0.000000000,0.000000000,-49.641634211,-1.555098541,28.000000000,0,0.000125000,0.322003300
162,0.324000000,0.324004194,4194,0.000000000,0.000000000,0.000000000,-49.641634211,1.332941510,28.000000000,0,0.000500000,0.324004194
163,0.326000000,0.326003774,3774,0.000000000,0.000000000,0.000000000,-49.641634211,-1.555098541,28.000000000,0,0.000250000,0.326003774
164,0.328000000,0.328003743,3743,0.000000000,0.000000000,0.000000000,-49.641634211,1.332941510,28.000000000,0,0.001250000,0.328003743
165,0.330000000,0.330003286,3286,0.000000000,0.000000000,0.000000000,-49.641634211,1.332941510,28.000000000,0,0.000500000,0.330003286
166,0.332000000,0.332003699,3699,0.000000000,0.000000000,0.000000000,-49.641634211,1.332941510,28.000000000,0,0.000500000,0.332003699
167,0.334000000,0.334003279,3279,0.000000000,0.000000000,0.000000000,-49.641634211,1.555098423,28.000000000,0,0.000250000,0.334003279
168,0.336000000,0.336003303,3303,0.000000000,0.000000000,0.000000000,-49.641634211,1.332941510,28.000000000,0,-0.000250000,0.336003303
169,0.338000000,0.338003661,3661,0.000000000,0.000000000,0.000000000,-49.641634211,0.444313859,28.000000000,0,0.001125000,0.338003661
170,0.340000000,0.340004055,4055,0.000000000,0.000000000,0.000000000,-49.641634211,-1.999412333,28.000000000,0,-0.001500000,0.340004055
171,0.342000000,0.342003783,3783,0.000000000,0.000000000,0.000000000,-49.641634211,-1.777255302,28.000000000,0,-0.000375000,0.342003783
172,0.344000000,0.344003419,3419,0.000000000,0.000000000,0.000000000,-49.641634211,1.332941510,28.000000000,0,-0.000875000,0.344003419
173,0.346000000,0.346003684,3684,0.000000000,0.000000000,0.000000000,-49.641634211,-1.999412333,28.000000000,0,-0.000875000,0.346003684
174,0.348000000,0.348003541,3541,0.000000000,0.000000000,0.000000000,-49.641634211,1.999412265,28.000000000,0,0.001125000,0.348003541
175,0.350000000,0.350003732,3732,0.000000000,0.000000000,0.000000000,-49.641634211,1.332941510,28.000000000,0,-0.001125000,0.350003732
176,0.352000000,0.352004053,4053,0.000000000,0.000000000,0.000000000,-49.641634211,1.332941510,28.000000000,0,-0.001125000,0.352004053
177,0.354000000,0.354003818,3818,0.000000000,0.000000000,0.000000000,-49.641634211,1.110784597,28.000000000,0,0.000250000,0.354003818
178,0.356000000,0.356004028,4028,0.000000000,0.000000000,0.000000000,-49.641634211,-1.777255302,28.000000000,0,0.000375000,0.356004028
179,0.358000000,0.358003607,3607,0.000000000,0.000000000,0.000000000,-49.641634211,2.221569161,28.000000000,0,0.000750000,0.358003607
180,0.360000000,0.360003576,3576,0.000000000,0.000000000,0.000000000,-49.641634211,-1.555098541,28.000000000,0,0.000750000,0.360003576
181,0.362000000,0.362003508,3508,0.000000000,0.000000000,0.000000000,-49.641634211,1.555098423,28.000000000,0,-0.000125000,0.362003508
182,0.364000000,0.364003495,3495,0.000000000,0.000000000,0.000000000,-49.641634211,1.555098423,28.000000000,0,-0.000125000,0.364003495
183,0.366000000,0.366003927,3927,0.000000000,0.000000000,0.000000000,-49.641634211,-1.332941510,28.000000000,0,-0.000375000,0.366003927
184,0.368000000,0.368003821,3821,0.000000000,0.000000000,0.000000000,-49.641634211,1.555098423,28.000000000,0,-0.002625000,0.368003821
185,0.370000000,0.370003568,3568,0.000000000,0.000000000,0.000000000,-49.641634211,-0.888627718,28.000000000,0,0.000125000,0.370003568
186,0.372000000,0.372003463,3463,0.000000000,0.000000000,0.000000000,-49.641634211,1.332941510,28.000000000,0,0.000125000,0.372003463
187,0.374000000,0.374003746,3746,0.000000000,0.000000000,0.000000000,-49.641634211,1.332941510,28.000000000,0,0.000875000,0.374003746
188,0.376000000,0.376003400,3400,0.000000000,0.000000000,0.000000000,-49.641634211,1.110784597,28.000000000,0,-0.000375000,0.376003400
189,0.378000000,0.378003480,3480,0.000000000,0.000000000,0.000000000,-49.641634211,0.888627685,28.000000000,0,0.000125000,0.378003480
190,0.380000000,0.380007023,7023,0.000000000,0.000000000,0.000000000,-49.641634211,-1.999412333,28.000000000,0,-0.000125000,0.380007023
191,0.382000000,0.382004491,4491,0.000000000,0.000000000,0.000000000,-49.641634211,1.332941510,28.000000000,0,-0.000750000,0.382004491
192,0.384000000,0.384003701,3701,0.000000000,0.000000000,0.000000000,-49.641634211,-2.221569094,28.000000000,0,0.000875000,0.384003701
193,0.386000000,0.386003596,3596,0.000000000,0.000000000,0.000000000,-49.641634211,1.332941510,28.000000000,0,0.000875000,0.386003596
194,0.388000000,0.388003546,3546,0.000000000,0.000000000,0.000000000,-49.641634211,1.999412265,28.000000000,0,0.000000000,0.388003546
195,0.390000000,0.390003829,3829,0.000000000,0.000000000,0.000000000,-49.641634211,-1.555098541,28.000000000,0,-0.000250000,0.390003829
196,0.392000000,0.392004076,4076,0.000000000,0.000000000,0.000000000,-49.641634211,-1.777255302,28.000000000,0,0.000500000,0.392004076
197,0.394000000,0.394003971,3971,0.000000000,0.000000000,0.000000000,-49.641634211,1.332941510,28.000000000,0,-0.000625000,0.394003971
198,0.396000000,0.396004476,4476,0.000000000,0.000000000,0.000000000,-49.641634211,1.555098423,28.000000000,0,0.000250000,0.396004476
199,0.398000000,0.398003704,3704,0.000000000,0.000000000,0.000000000,-49.641634211,1.332941510,28.000000000,0,0.000000000,0.398003704
200,0.400000000,0.400003636,3636,0.000000000,0.000000000,0.000000000,-49.641634211,-1.332941510,28.000000000,0,0.000000000,0.400003636
201,0.402000000,0.402003623,3623,0.000000000,0.000000000,0.000000000,-49.641634211,2.443726125,28.000000000,0,0.000375000,0.402003623
